,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
3172,0.589,0.639,5,-7.558,0,0.111,0.0565,0.0,0.0623,0.346,97.077,0kErPGykp7EJo7L5fx8YjB,219740,4
3173,0.324,0.95,9,-4.889,1,0.205,0.0288,0.0,0.368,0.657,186.346,1aSsE0qevtf2YDXmdFOY6b,170240,4
3174,0.721,0.819,9,-5.715,1,0.0269,0.413,0.0,0.196,0.867,96.02,2Gy3XMLbBxACZ4tXdFRGr7,212320,4
3175,0.482,0.873,0,-3.145,1,0.0853,0.0111,0.0,0.409,0.737,165.084,0qwcGscxUHGZTgq0zcaqk1,214320,4
3176,0.869,0.712,9,-6.136,1,0.103,0.0715,0.0,0.272,0.435,120.0,7eaKWfov7b2Qa2n6HTesL3,275867,4
3177,0.572,0.912,7,-4.875,1,0.0707,0.00155,1.2e-06,0.102,0.606,156.073,3yZQk5PC52CCmT4ZaTIKvv,187187,4
3178,0.652,0.859,2,-3.746,1,0.0358,0.0639,0.0,0.0777,0.491,109.971,53Dj5PCDhb22qWqmre3YQs,188707,4
3179,0.796,0.555,7,-7.295,0,0.0583,0.494,0.0,0.317,0.889,114.855,588ROs3NuPqlPSYpIuitKS,220080,4
3180,0.455,0.525,7,-9.225,1,0.149,0.802,0.0,0.226,0.383,83.237,6vyFAHVKIsp3pdyhlOKMAz,171025,4
3181,0.697,0.849,10,-4.953,0,0.248,0.228,4.52e-05,0.493,0.734,81.956,31G9RaSaDOI2NWcpnIp734,192067,4
3182,0.4,0.959,2,-3.258,0,0.103,0.000187,4.21e-06,0.231,0.339,149.062,0gchQwxmBWj5no8NJ8b2yH,230093,4
3183,0.525,0.964,5,-3.451,0,0.0571,0.000328,5.5e-06,0.0527,0.385,90.013,77tR4iQgyQTAnhhuPik3ZP,199950,4
3184,0.605,0.842,8,-4.747,1,0.0509,0.0862,3.08e-06,0.106,0.35,115.008,3ty4jnVIJ9My8ZnXFMc0Fg,252000,3
3185,0.568,0.871,0,-3.453,1,0.0308,0.0553,0.51,0.303,0.374,119.99,2Kt1XplPBQBsDKQDa6TssB,246493,4
3186,0.8,0.882,11,-4.436,0,0.0419,0.0216,0.503,0.0247,0.964,129.94,5hK2Ks25jW6aMmUAHpAN3F,192800,4
3187,0.445,0.179,1,-12.938,1,0.0396,0.952,0.00056,0.107,0.119,72.246,4KlL5Bwlm4yHYxr0B2rHci,193080,4
3188,0.492,0.779,3,-5.022,1,0.0498,0.0292,0.0,0.129,0.445,104.966,1F5A4LpF8ylUVtPoMAvNvn,196027,4
3189,0.512,0.814,10,-5.467,1,0.0327,0.00419,0.0,0.0991,0.277,97.996,0RW1xWSPxmbXf012RN3yWl,279787,4
3190,0.39,0.457,9,-7.915,1,0.0327,0.0874,8.9e-06,0.123,0.145,143.977,4PYOh644yKjYyvyVUHqcof,290413,3
3191,0.675,0.97,8,-2.164,1,0.0613,0.00777,0.0,0.331,0.568,106.973,5JUufCEin0aXyFLXCzJbUL,213371,4
3192,0.549,0.866,6,-5.306,1,0.0476,0.0733,0.0,0.25,0.767,87.964,4O1CExxinEpKZi3861NlTK,187400,4
3193,0.546,0.787,7,-4.1,0,0.0517,0.0101,0.00021,0.0809,0.573,79.979,6LoQHIo74tOzQ8EsLEkhgF,231987,4
3194,0.605,0.469,9,-3.182,0,0.327,0.487,0.0,0.28,0.515,101.601,1gqkRc9WtOpnGIqxf2Hvzr,156480,4
3195,0.871,0.743,2,-5.442,1,0.277,0.00212,0.0,0.141,0.576,130.977,7EZPH9Px3gXlxD5KJDwtwc,278827,4
3196,0.506,0.526,4,-9.936,1,0.0285,0.334,0.000539,0.0907,0.591,129.641,1aRvUHgMe9ichgcHAAs12f,217613,4
3197,0.645,0.78,8,-5.165,1,0.0319,0.218,0.0,0.0919,0.372,120.008,1dQQ2QlnvXUehsRUrukKmf,200400,4
3198,0.442,0.6,2,-9.087,1,0.357,0.267,0.0,0.31,0.725,82.462,5AnVuHLmgipXkFmBvj2Q6H,213320,1
3199,0.69,0.678,0,-6.52,1,0.154,0.11,0.0,0.246,0.409,173.995,4rfaoyaZvNa60cj3OKSQV9,239015,4
3200,0.651,0.31,11,-12.794,0,0.032,0.21,0.0,0.0994,0.649,120.136,51HiWFC8v4oJNClRYbzpGl,175000,4
3201,0.725,0.601,1,-9.03,1,0.377,0.0321,0.0,0.0504,0.811,155.918,1sFstGV1Z3Aw5TDFCiT7vK,185062,4
3202,0.764,0.567,0,-8.585,1,0.0609,0.0126,9.51e-05,0.257,0.428,89.988,74fpNVAJrKGQuqHETi4WSt,198907,4
3203,0.543,0.946,2,-0.734,1,0.0454,0.00614,1.49e-05,0.106,0.547,117.962,5r5Lj2MkgwQJz6TaBdL865,222813,4
3204,0.561,0.836,9,-3.939,1,0.1,0.0525,0.0,0.136,0.517,127.923,5FljCWR0cys07PQ9277GTz,226987,4
3205,0.602,0.336,8,-11.106,1,0.0369,0.883,0.0017,0.143,0.335,90.894,11TK5KLtLZUdKr1C549bAw,172213,4
3206,0.602,0.923,5,-3.763,1,0.044,0.0098,0.0,0.0561,0.765,136.01,3SXXFIZel1VQQ4ENiqozxi,216013,4
3207,0.559,0.812,11,-5.347,1,0.0371,0.0323,0.0,0.195,0.472,127.911,2EvddT8rcO99bKH0rDHAYG,232107,4
3208,0.633,0.0519,10,-21.107,0,0.0365,0.562,0.0,0.097,0.204,76.034,1fu5IQSRgPxJL2OTP7FVLW,300747,4
3209,0.562,0.964,4,-2.991,0,0.072,0.000539,1.57e-06,0.579,0.41,138.063,7jwDuO7UZvWs77KNj9HbvF,244960,4
3210,0.629,0.824,9,-6.53,1,0.159,0.155,0.000628,0.0651,0.852,128.01,3KliPMvk1EvFZu9cvkj8p1,247960,4
3211,0.505,0.698,0,-5.563,1,0.0297,0.33,0.0887,0.0966,0.599,115.013,5TTGoX70AFrTvuEtqHK37S,243132,4
3212,0.386,0.528,0,-11.291,1,0.0436,0.885,0.00559,0.117,0.388,146.412,0UPMxtinlgA1dkne9PAKTW,253013,4
3213,0.586,0.717,8,-8.546,0,0.196,0.472,0.00239,0.104,0.306,125.014,6lKCaafKm88sVfYz2u7S4B,276093,4
3214,0.829,0.435,0,-10.136,1,0.0515,0.0363,0.881,0.119,0.594,103.817,2lwi35A2ym3FAmSlvOGnQp,230147,4
3215,0.397,0.69,2,-4.108,0,0.195,0.395,0.0,0.101,0.36,172.073,42GcjriRK6srwHkfbkBqVl,359800,4
3216,0.591,0.905,6,-4.932,0,0.114,0.0231,0.0,0.137,0.879,109.919,2bTc3HglsgQ8kbn1dUeo1M,40594,4
3217,0.757,0.848,2,-4.234,1,0.335,0.0481,0.0,0.121,0.686,139.995,2rzBvHM9h36Tpdj7Jdajka,212640,4
3218,0.525,0.693,0,-6.972,1,0.0327,0.046,9.55e-06,0.247,0.363,107.012,6s3dgEQgen7G85NtYUTEbD,225640,4
3219,0.737,0.723,0,-4.165,0,0.0705,0.303,0.0,0.26,0.783,100.939,55Ctj6nVfobn9AcPe6sLG2,231893,4
3220,0.723,0.476,3,-5.692,1,0.0474,0.653,0.0,0.059,0.966,149.971,2jPufybqAAmiF16Jirt9Ez,191413,3
3221,0.89,0.46,2,-8.155,1,0.0359,0.432,0.0,0.11,0.677,112.555,0DGTcMqvVR7fmBXgiG6jz4,176078,3
3222,0.681,0.569,6,-5.859,1,0.546,0.173,0.0,0.18,0.147,140.532,6UgxOrbHWJeqHvh0ost7Aa,261853,4
3223,0.799,0.501,0,-7.244,1,0.0465,0.211,0.0123,0.118,0.635,92.032,2HotTAoFiOYTeMZkNs1Ces,201434,4
3224,0.577,0.576,2,-6.299,1,0.0563,0.0143,0.0,0.602,0.12,133.973,0rFZaQ4crlGAzuCjWCQ2xu,234040,4
3225,0.831,0.616,5,-5.611,1,0.153,0.0947,0.0,0.11,0.817,128.012,6bdFbw9THAMceZtkPWXu8e,222867,4
3226,0.642,0.873,2,-5.821,1,0.0551,0.00394,0.0,0.175,0.662,82.002,46Kcradxrva9Dny4lHU1b3,192053,4
3227,0.836,0.575,8,-6.109,1,0.0441,0.452,2.29e-05,0.0585,0.977,112.509,6GTX6TGcHEWHoxHXPSVbJ2,153493,3
3228,0.724,0.854,11,-2.779,1,0.0997,0.0603,0.0,0.0805,0.88,98.056,21hbZ0yllYOoXEbiFDYMSI,157360,4
3229,0.691,0.856,10,-5.614,1,0.0407,0.0614,0.119,0.034,0.414,136.98,4YIoQqE50AdyG4BQafCi3u,213340,4
3230,0.629,0.808,9,-4.125,1,0.0269,0.00898,9.06e-06,0.0751,0.773,110.001,3un2KQUaQ2brEpd8dK93wI,179293,4
3231,0.439,0.22,0,-10.638,1,0.0428,0.939,3.1e-05,0.0969,0.121,125.201,39bPZbBmJfBgNJUtbOua0D,109824,3
3232,0.58,0.928,9,-8.449,1,0.238,0.00905,0.874,0.0966,0.482,130.012,403EjoWwYSX37paKSySxs1,240000,4
3233,0.628,0.566,6,-7.811,1,0.0575,0.269,3.67e-05,0.135,0.299,119.859,5Ck3e6z1bcSCes5gdo0Ddt,256080,4
3234,0.734,0.892,2,-1.856,1,0.125,0.0648,0.0,0.58,0.605,138.031,3Jv1XgMPVjdN5xGfnRJ20s,303533,4
3235,0.502,0.821,1,-6.904,0,0.23,0.0674,0.0,0.15,0.683,122.835,5fBoh0hqi7shM8a8nfPnDB,252053,5
3236,0.456,0.985,6,-2.949,1,0.207,0.000235,0.00368,0.103,0.183,143.006,68osIGtVjM7QWVe6pazLHj,243320,4
3237,0.307,0.847,11,-4.215,1,0.0551,0.0215,0.0,0.0783,0.34,93.072,5RRWirYSE08FPKD6Mx4v0V,173093,4
3238,0.489,0.878,2,-3.36,1,0.368,0.351,0.0,0.698,0.775,81.497,1eLU27PPFxBhbp1CBjPh9J,372173,4
3239,0.526,0.816,7,-4.009,1,0.0421,0.0285,0.0,0.22,0.414,144.032,6GBUsjHfZuweYf5lQEz6mP,234760,4
3240,0.552,0.915,4,-3.713,1,0.0559,0.0013,3.74e-05,0.206,0.606,90.013,5MsZIaCYY6Tsdph0LiB0hE,203413,4
3241,0.559,0.67,7,-4.985,1,0.0474,0.592,0.000184,0.171,0.438,78.957,06WnUZymWyJamDivTWqJZA,221895,4
3242,0.608,0.776,11,-3.635,1,0.0511,0.241,0.0,0.0713,0.814,89.996,3C3cr2JQwXIhqAHqOardVO,263733,4
3243,0.48,0.865,3,-5.441,1,0.228,0.0979,3.32e-06,0.123,0.575,138.193,01apQz7E72krU1k1b4VWs7,92693,4
3244,0.807,0.702,6,-6.594,0,0.0748,0.307,0.0,0.111,0.447,114.038,5yhKaacMZGRo4s6evJx9vk,238827,4
3245,0.574,0.802,7,-3.976,1,0.0316,0.659,5.07e-06,0.0765,0.739,93.537,47TyfLrGhYHHyyQWk64d0M,280453,4
3246,0.262,0.443,5,-10.109,1,0.0304,0.545,0.148,0.272,0.114,85.765,34N4miRYCGQwmQEXoCiuuL,274200,4
3247,0.585,0.911,11,-4.623,1,0.119,0.0263,0.0,0.112,0.781,163.933,5e3UWcbvTaF5CJWu81MqlQ,195733,4
3248,0.776,0.413,6,-7.438,0,0.0952,0.00415,2.68e-05,0.0724,0.287,100.003,6GCsFtfTR4R9Y0ECkFJhNr,227880,4
3249,0.179,0.437,10,-7.464,1,0.0316,0.601,0.000991,0.357,0.175,80.041,19mZWzhbUj27oJA0cl9O9p,62520,4
3250,0.434,0.907,6,-3.967,1,0.0468,0.000158,2.51e-06,0.321,0.391,150.046,163ZkKtGjrCU3GquoCqiZZ,264658,4
3251,0.465,0.772,5,-3.932,0,0.0378,0.0959,1.04e-05,0.167,0.257,155.83,25zXRQGuwYZdIp88fVZOPC,215640,4
3252,0.6,0.592,1,-4.947,1,0.0545,0.0191,0.0,0.0955,0.0663,130.205,0uFvvXbmGIXlf5ZgtHyYpf,269267,4
3253,0.646,0.478,7,-5.61,0,0.0403,0.698,0.0,0.0885,0.94,153.907,4fYNJdS986IYQWxVoZjY3A,204200,3
3254,0.433,0.523,0,-9.502,1,0.041,0.533,0.000112,0.162,0.374,178.299,2dm13KtTfScU9ObCzYzGyS,231587,4
3255,0.264,0.285,1,-15.208,1,0.0385,0.892,0.000471,0.344,0.0776,84.825,2TgxCUZdHFkPEVmFge1OSd,240671,4
3256,0.537,0.693,9,-5.256,1,0.0847,0.0566,0.0,0.146,0.581,176.004,3Qe097eJNp9MfpT2PieEw0,181210,4
3257,0.521,0.985,4,-4.165,1,0.141,9.68e-05,0.0,0.209,0.151,75.013,3EO0js63QHQQPqJt1TgBLQ,246209,4
3258,0.888,0.459,2,-8.154,1,0.0357,0.426,0.0,0.11,0.704,112.56,4UPQiDmYScn2C6S2C2WATY,176078,3
3259,0.274,0.903,8,-3.125,1,0.064,0.0086,0.0,0.315,0.662,129.999,3BSPKTravgBDjmuG1rIXvw,261920,4
3260,0.559,0.777,1,-5.031,1,0.0432,0.31,0.0,0.105,0.329,87.016,0xMd5bcWTbyXS7wPrBtZA6,231212,4
3261,0.711,0.887,10,-3.887,0,0.128,0.0453,0.0,0.164,0.77,140.02,4B9El4lQqztivDlRUCxbZB,221220,4
3262,0.716,0.568,2,-8.904,1,0.212,0.278,1.98e-06,0.385,0.905,136.894,0fAehaneUJdlSlWXYe1KZp,205800,4
3263,0.459,0.974,11,-6.441,1,0.0587,1.93e-06,0.557,0.216,0.546,144.986,6y87Q8nkhHP2YqowavLdPA,146333,4
3264,0.497,0.651,7,-4.93,1,0.0322,0.000603,0.000531,0.0723,0.109,119.886,3xd4GVGAuzJGdVZLEKvWea,148000,4
3265,0.64,0.669,7,-5.17,1,0.0519,0.413,0.0,0.0779,0.646,155.844,3z0a8G407NbxfjTRffvQiP,194680,4
3266,0.557,0.845,8,-2.926,0,0.0346,0.0303,0.00851,0.354,0.508,123.997,3vooOYHU0Fi3ViCG7Ozh0Y,259413,4
3267,0.529,0.78,5,-3.932,1,0.326,0.0255,0.0,0.14,0.711,80.018,7aK5rlTVxSgcqShPMI1TTH,216067,4
3268,0.553,0.685,2,-10.624,1,0.0266,0.145,0.859,0.138,0.491,79.998,6XyjwF7CAwuEaW77noJr6I,146293,4
3269,0.739,0.872,11,-4.059,0,0.333,0.0217,0.0,0.26,0.684,95.084,6Xk7PnitV9jCRorWt2LiVZ,238746,4
3270,0.497,0.322,8,-10.358,1,0.0333,0.0194,7.72e-06,0.115,0.04,106.976,5nIu0VwPOsjkF61zfevLKh,326947,4
3271,0.717,0.604,6,-6.602,1,0.109,0.116,9.68e-06,0.132,0.749,67.029,2ysVuXmtSgghzyYijfj7Od,204270,4
3272,0.401,0.948,8,-4.795,0,0.079,6.17e-05,1.41e-06,0.356,0.403,159.958,2zcDKH43LMkNjWKDjppAd2,205347,4
3273,0.415,0.668,0,-6.849,1,0.036,0.212,0.0615,0.27,0.842,180.048,6wNUBZNWFxdUGof6vkaykE,206052,4
3274,0.77,0.801,9,-4.182,0,0.0336,0.00375,0.00281,0.0515,0.725,130.76,0Nk7bSn0MItonkR0GNs3mj,233133,4
3275,0.362,0.338,9,-9.321,1,0.0393,0.806,0.0,0.3,0.389,93.999,65GjU6KDPzF5IO143vvTgn,149640,4
3276,0.513,0.875,2,-4.819,1,0.0336,0.000139,3.28e-05,0.0715,0.677,151.986,1wnq9TwifJ9ipLUFsm8vKx,267680,4
3277,0.538,0.481,2,-8.716,0,0.0997,0.545,0.0,0.086,0.191,95.914,3xDVJcvcKedshWlT3qGSHk,105293,4
3278,0.657,0.828,5,-5.544,1,0.0728,0.00847,0.0,0.326,0.566,115.954,0ccwMrlZONy5yXrirq7lTe,196787,4
3279,0.714,0.764,4,-6.212,0,0.354,0.0104,0.0,0.564,0.517,74.986,6AtscuPpNRwDvuehpFtWw1,139707,4
3280,0.45,0.983,5,-2.246,1,0.282,0.0186,0.0,0.265,0.314,179.041,4BvuZVf9KyBN3QiPfeI9hw,248947,4
3281,0.656,0.579,1,-9.298,1,0.105,0.371,0.0,0.167,0.674,157.974,1IzGf1RLpHuImi5lsCD3T9,192760,3
3282,0.469,0.958,4,-3.382,0,0.0849,0.00182,0.00118,0.107,0.261,76.959,2SgQsZIWs0UC01ibNOBu7q,247388,4
3283,0.661,0.73,6,-6.779,0,0.0574,0.0537,3.44e-05,0.14,0.53,95.027,2QUlMbvD9bL8wHqfsoqoet,191040,4
3284,0.355,0.867,2,-3.144,1,0.0738,0.00664,0.554,0.323,0.295,142.849,4RvmQ5qbP5PxgJD0BN4EZK,180133,4
3285,0.748,0.778,0,-5.752,1,0.137,0.0501,0.0,0.284,0.777,95.989,6YJdPrH3i2POzu7hdHIRrb,170933,4
3286,0.606,0.924,11,-4.531,0,0.0349,0.00216,3.3e-06,0.24,0.965,144.998,2wEjPgOCEczmjlvq60LyQi,206840,4
3287,0.545,0.968,9,-3.553,0,0.0853,0.0387,0.00325,0.331,0.527,169.965,5qEn8c0MBzyRKgQq91Vevi,209386,4
3288,0.524,0.885,5,-3.079,1,0.037,0.0997,0.0,0.0708,0.395,119.954,5WBnKCEsPwsvWHUZmLjS3s,204591,4
3289,0.506,0.59,1,-4.322,1,0.076,0.165,1.09e-05,0.096,0.359,141.099,4cAgkb0ifwn0FSHGXnr4F6,256093,4
3290,0.832,0.659,10,-7.828,0,0.057,0.0839,0.00114,0.0753,0.674,100.163,5CMjjywI0eZMixPeqNd75R,353893,4
3291,0.806,0.688,5,-5.172,1,0.0317,0.571,8.56e-06,0.239,0.973,119.959,0sGZWfVTPWIv6qbWZZ7cdT,176547,3
3292,0.788,0.785,2,-4.539,1,0.0519,0.287,0.0,0.259,0.96,127.946,6bRkTmvWjUr6aCXrKGIaG5,211707,3
3293,0.574,0.468,4,-12.392,0,0.0305,0.867,0.928,0.098,0.352,154.626,285ieonEuLkll3zknYK2TY,183533,3
3294,0.693,0.62,9,-6.509,1,0.0424,0.784,0.844,0.112,0.571,106.346,6ckUX8cgcqjoNGTd2A2Pvd,249170,4
3295,0.591,0.894,1,-2.509,1,0.0394,0.0619,1.78e-06,0.356,0.739,122.009,3AxUulNOa2QSBXKedKDj5E,156787,4
3296,0.662,0.911,11,-4.985,1,0.0531,0.00395,0.00125,0.473,0.898,108.025,2zyz614fJRrqQXW1q0sY1c,254620,4
3297,0.731,0.572,6,-7.889,0,0.0445,0.105,0.00012,0.133,0.947,154.038,7jJH8F3PHlNvxfqEAAfFDl,218573,4
3298,0.533,0.924,2,-2.697,1,0.154,0.0139,0.0,0.487,0.756,174.002,5NSdMmd2LnvgDcpLiKeKeD,221730,4
3299,0.51,0.503,10,-8.756,0,0.242,0.0216,0.002,0.108,0.193,153.582,6plT7nFGiXKSBP9HFSI4ef,243773,4
3300,0.704,0.756,9,-3.922,0,0.14,0.0627,0.0,0.114,0.447,136.024,57AlxjJrWpWg0vF7eGksir,196013,4
3301,0.689,0.377,1,-8.761,1,0.0397,0.285,0.0,0.268,0.294,143.946,60jI0JgMLLj1VggHJVhtRs,210738,4
3302,0.362,0.934,6,-3.458,0,0.0579,0.000119,4.9e-06,0.312,0.514,166.03,69okqylQdHUe90a70Q2ued,205316,4
3303,0.577,0.827,7,-7.54,1,0.0365,0.00338,0.000647,0.26,0.179,101.031,57nNNkgk768QVXq3uHxu5e,215520,4
3304,0.59,0.53,9,-6.123,1,0.127,0.441,0.0,0.0967,0.707,103.042,5covTs92HnHJwAWrXF7l14,182107,4
3305,0.548,0.673,1,-5.29,1,0.0268,0.0158,0.0,0.0794,0.652,81.947,4CcrLWFQY4dRGMbUR59cSp,200533,4
3306,0.512,0.526,1,-5.44,1,0.0251,0.0724,0.0,0.0675,0.249,85.024,05CrK6Q5VGtfPDtyQFJ4Kf,226330,4
3307,0.429,0.093,3,-15.944,1,0.0433,0.882,0.00703,0.111,0.208,129.661,5qW6ZYct54PhKliCntyxRX,293973,3
3308,0.538,0.953,9,-5.611,0,0.056,0.0234,0.00126,0.113,0.74,100.033,4atMrAadB7dS8xn9vfk9PQ,181049,4
3309,0.61,0.893,9,-3.681,1,0.0921,0.154,4.41e-05,0.021,0.673,104.031,3yrvQHw6pQemsrCQEpMnKv,296520,4
3310,0.466,0.702,0,-4.308,1,0.032,0.0983,1.29e-05,0.242,0.47,150.309,4u7KjVIQPdzGCcAwg4W5Kl,191573,4
3311,0.657,0.674,1,-5.273,1,0.0319,0.0326,1.88e-05,0.0947,0.336,106.005,2j79NtwxoWDmkiH4MGwdLq,217413,4
3312,0.469,0.705,7,-5.134,1,0.0458,0.0304,0.0155,0.659,0.137,122.025,1YBf7Tq9bpcVwvnlP8YbQS,350187,4
3313,0.256,0.605,8,-10.94,1,0.0586,0.694,0.86,0.322,0.46,172.735,3RA0LaRQuDwVvDNpDtEc9b,212907,4
3314,0.435,0.975,9,-4.361,0,0.0546,0.000946,0.071,0.176,0.322,102.48,65yNr1EO2TOBEYCz45tuOf,175507,4
3315,0.445,0.361,5,-7.503,1,0.0941,0.608,0.0,0.112,0.0677,119.797,0wZUJxxybEiafs0BIg9SAP,313969,4
3316,0.602,0.79,8,-4.46,1,0.0355,0.026,7.43e-05,0.162,0.274,108.008,5r00wpsojd4mBYaQFDvni7,259080,4
3317,0.41,0.892,11,-4.289,1,0.124,0.0467,0.0,0.246,0.451,99.016,6baeAT0jVAxvnLn8rIN50X,184307,4
3318,0.48,0.273,2,-11.045,1,0.0319,0.913,0.000135,0.0911,0.438,124.238,2whwQ5AcH84MhNIXoAYKdi,196493,4
3319,0.803,0.373,8,-13.682,1,0.0367,0.869,0.0268,0.104,0.636,124.921,5KaN2M7seUV4uyNFp4twv6,229627,4
3320,0.559,0.809,8,-5.742,1,0.128,0.0846,0.0,0.171,0.876,122.92,6D99PkdVSAWhcn4JxcHDGy,138580,4
3321,0.445,0.953,5,-2.463,0,0.0704,0.0106,0.0,0.281,0.475,172.063,2jfk3m8nq5IvB35s2xIs1O,225280,4
3322,0.577,0.649,7,-7.031,1,0.027,0.253,5.03e-06,0.0798,0.339,130.313,19PJ75UGKjpBo0muDNyxPW,251333,4
3323,0.538,0.664,1,-6.318,1,0.0392,0.193,0.0,0.0918,0.366,154.033,5vCgOg9VqRaAUbnflCO6P3,256747,4
3324,0.616,0.664,0,-5.66,1,0.0293,0.0128,8.94e-06,0.115,0.312,122.077,0FwiglGo6kL0xLOt114SSh,196258,4
3325,0.705,0.766,8,-8.432,1,0.033,0.511,0.845,0.109,0.279,138.033,74SUn8w4lYSwgOGPvVZiEo,292600,4
3326,0.738,0.491,1,-9.726,0,0.413,0.626,0.0,0.126,0.448,94.378,5eCRkTcecpAXVWtS11GP5C,322160,4
3327,0.701,0.637,5,-9.061,0,0.166,0.223,0.00219,0.279,0.647,109.959,1GC1MIaRMW3kfVK9VyD5Ii,210933,4
3328,0.523,0.456,4,-13.393,0,0.0623,0.754,0.915,0.0966,0.542,167.999,4K0odcECsBvgzv9Lr9z4kd,310000,4
3329,0.7,0.834,6,-4.134,0,0.0323,0.259,0.0,0.0545,0.862,134.979,6a0G8hYEyxqvEkebVLU5VK,228339,4
3330,0.562,0.964,4,-2.991,0,0.072,0.000539,1.57e-06,0.579,0.41,138.063,53AuxddsgPSlqM619nJhSd,244960,4
3331,0.386,0.812,0,-5.435,1,0.054,7.19e-05,0.00036,0.0809,0.508,173.102,0is4yL58CcQ4Gv4WgTGr9N,175720,4
3332,0.575,0.571,11,-9.291,0,0.101,0.597,0.000159,0.108,0.0614,110.993,3S1tTwSKIZgf4QGltFyCxM,155587,4
3333,0.667,0.441,7,-9.944,1,0.03,0.705,0.0,0.125,0.406,139.942,0DKoET2reNpTGpQMS0VXI0,165147,3
3334,0.647,0.469,2,-7.63,1,0.0617,0.263,4.4e-06,0.213,0.673,83.037,1hxyzHlH7qS3AZdOj6GmIO,270893,4
3335,0.592,0.891,5,-4.766,0,0.0522,0.000912,0.000128,0.25,0.571,127.955,5Q4H1XkVHxQjnrHCUpS61d,186600,4
3336,0.474,0.707,7,-4.534,1,0.0253,0.0831,0.0,0.162,0.224,83.235,1D4XFKolp63mNqqMXJJL1V,252107,4
3337,0.638,0.813,11,-3.849,1,0.0362,0.464,0.0,0.344,0.754,112.986,78pn8k7RogKo2oxl0DyX6d,239587,4
3338,0.623,0.89,9,-4.783,1,0.0394,0.0426,0.0,0.153,0.824,117.0,5Lf9rCqReE9Ri4tZvLRLuy,175480,4
3339,0.595,0.233,2,-14.183,1,0.193,0.803,0.0,0.114,0.409,138.814,4C463MZrXGxq3t7A3wlGuV,50960,4
3340,0.554,0.899,8,-4.573,1,0.408,0.0521,0.0,0.0568,0.552,171.966,00QyLmjxaSEE8qIZQjBXBj,227893,4
3341,0.144,0.0462,7,-27.928,0,0.0288,0.985,0.942,0.0934,0.0868,89.996,5fHgBb5r91Jmdr8Q7dwmad,123216,3
3342,0.924,0.386,9,-8.183,1,0.0548,0.755,0.00253,0.118,0.424,108.957,5MeUMSRreLHYLhw8ZTyqpk,179125,4
3343,0.484,0.78,9,-5.264,0,0.135,0.147,0.0,0.0572,0.271,137.105,7EdJ8z6IBotTjO50DfzzuV,267373,4
3344,0.509,0.403,2,-9.862,1,0.0299,0.619,0.000496,0.383,0.0838,117.241,30JUrbIq4PsRjIvDz8freE,256000,4
3345,0.403,0.971,2,-4.159,1,0.112,1.35e-05,2.22e-05,0.488,0.184,148.324,0wIFAHbaUucA8mog7Y2IDD,206987,4
3346,0.614,0.914,7,-5.59,0,0.0324,0.000554,1.16e-05,0.0371,0.439,90.0,2NImo2MajNai4CLk35wMut,369293,4
3347,0.487,0.667,7,-4.216,0,0.0309,0.153,0.0,0.161,0.463,145.854,4lcXNTm9JrQpJYXqsENmFI,216040,4
3348,0.78,0.799,9,-6.359,1,0.15,0.158,0.0,0.209,0.414,109.944,48RN2EOOyG2Gs5Pyla7ZJj,270187,4
3349,0.376,0.00579,5,-31.615,0,0.0576,0.996,0.944,0.0882,0.0369,71.827,5fdp9rXfEixCGLM1Og4EN1,296480,4
3350,0.797,0.608,6,-6.096,0,0.0584,0.00112,7.66e-05,0.0748,0.402,127.999,01TuObJVd7owWchVRuQbQw,279507,4
3351,0.432,0.868,6,-2.01,0,0.0882,0.00725,0.0,0.233,0.567,156.128,5wjmqUGN7vrAqFqDWrywlZ,176320,4
3352,0.527,0.902,6,-5.352,1,0.0601,0.344,4.63e-05,0.0669,0.709,181.964,5dNGORzxFb5z3v7vSAFkTU,191040,4
3353,0.47,0.41,0,-3.672,1,0.0335,0.59,0.0,0.088,0.848,167.658,0Ndim92MYsrFSseD9gbBcg,210280,4
3354,0.443,0.576,1,-8.695,0,0.201,0.0709,0.0197,0.41,0.127,151.835,04QTBqa3IA4ZAKEuqRPzEH,438493,4
3355,0.632,0.473,9,-7.857,1,0.0346,0.0378,0.00015,0.107,0.306,141.855,3tZWsS8aBPPhDDzqJm9BYq,230827,4
3356,0.743,0.807,1,-3.78,1,0.0364,0.0435,0.0,0.309,0.899,144.062,3tCwjWLicbjsMCvXhN0WOE,224773,4
3357,0.523,0.685,9,-12.989,1,0.0417,0.358,0.816,0.274,0.945,184.481,6KLryqTzWSb2arerRgw0r0,156107,4
3358,0.628,0.867,9,-3.555,1,0.0913,0.0108,0.0,0.308,0.597,78.043,2dgFqylK6gyILa4HY65u0y,227311,4
3359,0.713,0.61,7,-6.215,1,0.0307,0.0449,0.0,0.169,0.427,128.032,7vnPqf1D4kUM2B9muQUi0k,210653,4
3360,0.589,0.519,7,-8.069,1,0.0411,0.368,0.457,0.119,0.482,119.981,6dtPJwNdLuyVGPWyHOI6GP,283000,4
3361,0.504,0.8,2,-2.763,1,0.0391,0.125,0.0,0.109,0.789,205.945,5xDrO9DEDJGUQGfyoHvgDJ,203653,4
