,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature
0,0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,0JXXNGljqupsJaZsgSbMZV,195373,4
1,0.372,0.239,6,-11.314,0,0.0296,0.856,0.000175,0.168,0.127,113.451,1eUGmzzvahJjOSWgDHuRlv,102813,4
2,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.007,51pshtuYkgUQnt5huMPbKL,195873,4
3,0.635,0.841,5,-5.379,1,0.0422,0.0134,0.0,0.0622,0.424,109.021,7BqBn9nzAq8spo5e7cZ0dJ,220734,4
4,0.789,0.706,11,-4.233,0,0.0429,0.112,1.71e-05,0.0586,0.638,125.911,2ENexcMEMsYk0rVJigVD3i,235493,4
5,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,2tJulUYLDKOg9XrtVkMgcJ,222091,4
6,0.498,0.59,1,-4.721,0,0.032,0.511,0.0,0.107,0.0784,145.867,161DnLWsx1i3u1JT05lzqU,217867,4
7,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,15JINEqzVMv3SvJTAXAKED,263373,4
8,0.769,0.684,1,-5.019,1,0.0411,0.0105,0.000125,0.0887,0.835,127.972,7ySUcLPVX7KudhnmNcgY2D,243600,4
9,0.76,0.595,1,-6.366,1,0.0391,0.00544,0.0,0.241,0.361,131.497,03tqyYWC9Um2ZqU0ZN849H,263773,4
10,0.303,0.187,2,-16.757,1,0.0356,0.989,0.489,0.101,0.213,132.731,0V5cvmTKsYmF5FmGGEAfmS,160853,4
11,0.435,0.76,8,-4.935,0,0.0721,0.0175,0.0,0.158,0.206,80.082,1UGD3lW3tDmgZfAVDh6w7r,351947,4
12,0.247,0.438,5,-8.478,1,0.0358,0.0447,0.000867,0.111,0.39,185.711,0I1eFRytp4XRhLCjT6tZm7,198213,3
13,0.374,0.568,1,-3.825,0,0.109,0.219,0.00219,0.513,0.111,84.733,3DK6m7It6Pw857FcQftMds,547733,4
14,0.455,0.623,8,-3.878,1,0.0288,0.0739,0.000424,0.146,0.208,163.893,10eBRyImhfqVvkiVEGf0N0,352187,4
15,0.673,0.886,1,-4.44,0,0.0431,0.185,0.0,0.0826,0.795,97.012,4HlFJV71xXKIGcU3kRyttv,216773,4
16,0.723,0.86,11,-4.357,1,0.203,0.271,4.56e-06,0.598,0.667,126.979,3hlksXnvbKogFdPbpO9vel,200013,4
17,0.755,0.837,2,-2.718,0,0.142,0.0991,0.0,0.289,0.714,120.028,0HPD5WQqrq7wPWR7P7Dw1i,199693,4
18,0.652,0.812,3,-3.797,0,0.0409,0.00125,3.01e-05,0.667,0.72,126.023,3avYqdwHKEq8beXbeWCKqJ,230733,4
19,0.531,0.803,1,-3.284,1,0.0717,0.0796,1.71e-05,0.176,0.221,142.113,22L7bfCiAkJo5xGSQgmiIO,299613,4
20,0.542,0.914,0,-4.747,0,0.113,0.0161,0.0,0.744,0.576,153.993,2gZUPNdnz5Y45eiGxpHGSc,292093,4
21,0.4,0.915,0,-4.89,1,0.28,0.0846,0.0,0.0503,0.878,88.917,2a1o6ZejUi8U3wzzOtCOYw,198773,3
22,0.776,0.603,5,-5.696,1,0.0343,0.0728,6.25e-05,0.111,0.921,96.888,5VA4Ispp52EA1sOqzMz3Av,295920,4
23,0.454,0.82,2,-4.193,1,0.0567,0.132,0.000969,0.115,0.575,166.303,0UV5zxRMz6AO4ZwUOZNIKI,234800,4
24,0.68,0.741,2,-5.055,1,0.0357,0.347,1.87e-06,0.117,0.635,127.024,2qYsSHsYkihWx043HVJQRV,229400,4
25,0.675,0.734,7,-8.659,1,0.0265,0.38,0.895,0.141,0.533,101.998,2ncLdwTd8qzkxiJjlbiOgC,294213,4
26,0.663,0.861,7,-3.398,0,0.109,0.0338,0.0,0.082,0.654,119.963,4356Typ82hUiFAynbLYbPn,220800,4
27,0.621,0.82,10,-4.865,1,0.0367,0.332,0.0,0.104,0.452,144.905,22PMfvdz35fFKYnJyMn077,230192,4
28,0.719,0.798,10,-4.582,1,0.0361,0.0162,2.34e-06,0.134,0.591,120.011,5jzKL4BDMClWqRguW5qZvh,227741,4
29,0.728,0.859,5,-5.237,0,0.137,0.0401,0.0,0.111,0.535,65.043,6epn3r7S14KUqlReYr77hA,214240,4
30,0.689,0.784,2,-2.972,1,0.074,0.182,0.0,0.0843,0.561,99.954,6DkXLzBQT7cwXmTyzAB1DJ,263173,4
31,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,7LcfRTgAVTs5pQGEQgUEzN,201160,4
32,0.768,0.82,7,-4.63,0,0.0474,0.179,0.0,0.689,0.625,129.965,2V4bv1fNWfTcyRJKmej6Sj,213293,4
33,0.676,0.703,8,-5.815,0,0.0302,0.0869,0.000687,0.0463,0.852,92.761,1foMv2HQwfQ2vntFf9HFeG,200173,4
34,0.855,0.954,0,-1.19,0,0.264,0.529,0.0,0.205,0.668,114.635,7Ie9W94M7OjPoZVV216Xus,248133,5
35,0.715,0.584,8,-8.231,1,0.0296,0.432,1.41e-06,0.095,0.609,90.99,60IGhnH20N82dNxKnc8jDd,203173,4
36,0.691,0.795,1,-4.021,0,0.0355,0.000812,1.02e-06,0.156,0.876,133.971,6hkOqJ5mE093AQf2lbZnsG,227333,4
37,0.583,0.888,11,-9.414,0,0.0349,0.191,4.58e-05,0.0936,0.706,93.206,42qNWdLKCI41S4uzfamhFM,203600,4
38,0.587,0.622,4,-5.535,1,0.0303,0.0927,0.000636,0.2,0.231,107.943,11EX5yhxr9Ihl3IN1asrfK,277573,4
39,0.671,0.726,7,-8.689,1,0.0272,0.389,0.882,0.14,0.581,102.002,393MDhe62s8hbH8ETrlxe5,294227,4
40,0.751,0.783,4,-3.724,1,0.0859,0.00379,0.0,0.036,0.816,119.975,2CEgGE6aESpnmtfiZwYlbV,202613,4
41,0.7,0.709,7,-5.006,1,0.0838,0.0048,0.0,0.029,0.624,122.019,1gv4xPanImH17bKZ9rOveR,202960,4
42,0.688,0.853,10,-5.814,1,0.0493,0.386,0.0,0.0862,0.743,103.993,59dLtGBS26x7kc0rHbaPrq,268320,4
43,0.563,0.739,6,-4.239,0,0.0416,0.00073,1.45e-05,0.0822,0.775,139.0,3GBApU0NuzH4hKZq4NOSdA,191707,4
44,0.482,0.833,5,-5.611,1,0.0449,0.000346,0.0,0.365,0.74,148.039,1fBl642IhJOE5U319Gy2Go,212293,4
45,0.788,0.753,0,-3.71,1,0.0536,0.0038,0.0,0.18,0.403,125.005,6KOEK6SeCEZOQkLj5M1PxH,234653,4
46,0.841,0.783,6,-4.915,0,0.0432,0.106,2.49e-06,0.0528,0.514,94.989,7JwdbqIpiuWvGbRryKSuBz,190560,4
47,0.844,0.601,1,-5.283,1,0.157,0.0205,0.0,0.385,0.331,73.989,4AYX69oFP3UOS1CFmV9UfO,242013,4
48,0.667,0.381,3,-7.494,1,0.0294,0.455,0.0,0.116,0.199,135.975,3U8dHeggJ8IBe0UCb1gbyB,273893,4
49,0.758,0.871,2,-6.408,1,0.147,0.0062,0.0,0.0663,0.753,126.994,6bNB5gxFX6Q87DbQWb8OWZ,202627,4
50,0.35,0.845,7,-5.614,1,0.2,0.0107,0.0,0.123,0.45,99.643,6BdgtqiV3oXNqBikezwdvC,233560,5
51,0.7,0.598,2,-7.783,1,0.114,0.0369,0.0,0.111,0.594,160.041,0x3TibRgnSqzkcwrqBd4iX,228453,4
52,0.435,0.837,3,-8.126,1,0.449,0.00676,0.0,0.117,0.778,124.913,4DvhkX2ic4zWkQeWMwQ2qf,216893,4
53,0.658,0.762,10,-3.028,0,0.0425,0.263,0.0,0.127,0.823,163.864,5MMLS3xm12D7N26xlfFApr,148448,4
54,0.589,0.389,0,-5.972,1,0.028,0.851,0.0,0.0772,0.501,89.1,7l1qvxWjxcKpB9PCtBuTbU,197470,4
55,0.704,0.83,11,-3.139,1,0.0297,0.0489,0.0,0.111,0.957,127.103,0u4N6w5lBw5xMrzJitRWUo,211453,4
56,0.356,0.67,2,-5.825,1,0.0324,0.467,0.000106,0.288,0.117,135.032,2LZ2CNbcbJrwh53pitRgom,298680,4
57,0.66,0.867,6,-4.285,0,0.116,0.11,0.0,0.0368,0.377,93.033,6lV2MSQmRIkycDScNtrBXO,180480,4
58,0.659,0.628,0,-8.685,0,0.179,0.186,0.0,0.105,0.262,94.05,3JA9Jsuxr4xgHXEawAdCp4,219427,4
59,0.529,0.67,2,-4.663,1,0.0303,0.117,0.0,0.334,0.286,141.893,3DrjZArsPsoqbLzUZZV1Id,293027,4
60,0.794,0.711,8,-5.124,0,0.0699,0.3,0.0,0.0955,0.955,174.915,1ExfPZEiahqhLyajhybFeS,189109,4
61,0.781,0.745,4,-5.81,0,0.0332,0.198,1.14e-05,0.36,0.326,129.998,1bM50INir8voAkVoKuvEUI,269493,4
62,0.376,0.841,3,-4.348,0,0.356,0.0435,0.0,0.578,0.463,76.052,1kMuU3TNQvHbqvXCWBodmP,271947,4
63,0.687,0.631,9,-5.612,1,0.129,0.063,0.0,0.108,0.853,186.071,6XkuklKiHYVTlVvWlTgQYP,192253,4
64,0.689,0.739,2,-5.81,1,0.026,1.51e-05,0.509,0.064,0.578,120.423,0q6LuUqGLUiCPP1cbdwFs3,233867,4
65,0.633,0.976,8,-5.362,1,0.0519,0.00281,1.29e-05,0.382,0.493,142.027,5YJtMNWKe55yr49cyJgxva,197124,4
66,0.664,0.845,4,-6.115,0,0.0461,0.181,0.0,0.267,0.357,96.005,45sDIKapDyxPl307QpEAwl,211253,4
67,0.615,0.711,11,-5.507,1,0.0779,0.0444,0.0,0.145,0.711,144.036,67T6l4q3zVjC5nZZPXByU8,221253,4
68,0.531,0.752,1,-6.161,1,0.0305,0.0421,0.0,0.12,0.103,89.917,3ZdJffjzJWFimSQyxgGIxN,237800,4
69,0.73,0.867,7,-1.946,1,0.0325,0.0749,6.81e-06,0.0712,0.929,130.02,07p0kLnvfQQ2bLujHyzSGK,223200,4
70,0.638,0.832,8,-5.039,1,0.049,0.141,0.0,0.113,0.648,124.071,4r6eNCsrZnQWJzzvFh4nlg,227893,4
71,0.606,0.497,4,-6.611,1,0.0277,0.348,0.0,0.275,0.362,130.739,4u26EevCNXMhlvE1xFBJwX,222773,4
72,0.488,0.842,6,-5.926,1,0.0469,0.0116,0.00127,0.146,0.41,90.003,5omWAB5iNMHvbAfBSzkdu8,187347,4
73,0.673,0.42,4,-7.581,1,0.0317,0.112,0.0,0.0897,0.385,108.066,03xWMkKEbeO4SnylA53ipj,152333,4
74,0.475,0.882,11,-3.883,1,0.351,0.406,0.0,0.241,0.369,98.001,1ia019RqDK2o4QiANR1Dyn,279307,4
75,0.736,0.817,8,-4.9,1,0.0407,0.00987,0.00167,0.117,0.653,119.95,3LUWWox8YYykohBbHUrrxd,204760,4
76,0.6,0.939,7,-1.794,1,0.19,0.0666,6.18e-06,0.34,0.833,159.941,4GRFzKI7jTZ3kbMfouc7bn,186840,4
77,0.677,0.776,5,-5.933,1,0.0386,0.42,0.000689,0.0954,0.642,121.834,2p07VcUwRZ5sru3mJ0JogS,192800,4
78,0.69,0.834,0,-5.79,1,0.0566,0.129,0.0,0.136,0.738,127.43,4ycLiPVzE5KamivXrAzGFG,222933,4
79,0.603,0.341,4,-8.892,1,0.0264,0.921,0.00314,0.102,0.365,113.452,2gE58DQyqgsvsK87SWUN62,229880,4
80,0.628,0.692,2,-5.64,1,0.202,0.00244,0.0129,0.668,0.0963,124.887,1ZHYJ2Wwgxes4m8Ba88PeK,378893,5
81,0.57,0.58,1,-5.547,1,0.21,0.0124,0.0,0.0498,0.404,171.812,5W7xC99N2Zzfh69r7I7zWK,270627,4
82,0.616,0.869,0,-3.911,1,0.0327,0.0283,0.0,0.064,0.473,127.966,6ebkx7Q5tTxrCxKq4GYj0Y,234560,4
83,0.624,0.723,1,-6.782,1,0.378,0.172,0.0,0.483,0.757,84.789,3bMNprrp2JDKZsGbiXpsJl,216933,4
84,0.844,0.757,1,-4.61,0,0.0523,0.0945,0.0,0.16,0.532,94.977,560GL9Y8gDtKPRIJ41oA3c,220133,4
85,0.624,0.757,7,-2.94,1,0.0296,0.00265,1.87e-06,0.189,0.658,121.07,0dBW6ZsW8skfvoRfgeerBF,230707,4
86,0.762,0.387,10,-8.643,0,0.0277,0.239,0.00756,0.13,0.274,109.959,3WGsYiBXmaT8XyY4Fmry2v,239147,4
87,0.77,0.896,0,-3.971,1,0.039,0.0539,0.0,0.243,0.964,126.999,4sNwdacKyi2S26WrRtNama,182587,4
88,0.698,0.584,5,-5.067,1,0.0279,0.0511,0.0,0.295,0.618,115.08,0G7pjeHX2TDqw6mx14puWg,300680,4
89,0.826,0.612,1,-3.891,1,0.0982,0.00681,0.0,0.0889,0.756,120.057,6vc2Jq2vaGu8z326kSrw92,187133,4
90,0.669,0.712,0,-4.992,1,0.0412,0.303,0.0,0.0755,0.843,124.009,6lKRMylSZMtA7EqPl0pcdI,198960,4
91,0.627,0.614,6,-6.006,0,0.17,0.0211,0.0,0.0286,0.758,96.038,4BycRneKmOs6MhYG9THsuX,208947,4
92,0.554,0.949,2,-4.928,1,0.0787,0.000318,9.98e-05,0.2,0.233,129.984,4UEo1b0wWrtHMC8bVqPiH8,374453,4
93,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,2qPUnoasNe4Ep43emVXEig,211160,4
94,0.568,0.761,4,-3.987,1,0.0459,0.452,0.0,0.217,0.789,163.974,5yEPktRqvIhko5QFF3aBhQ,237733,4
95,0.477,0.917,2,-3.399,1,0.0814,0.0139,0.0,0.0756,0.267,160.021,3Q8zopc4ABXhysDb1sgLVW,199013,4
96,0.8,0.569,9,-5.104,0,0.265,0.563,0.0,0.111,0.589,92.063,29GefKRTSVW3ag4Xegm8jP,164632,4
97,0.321,0.64,2,-10.023,1,0.0324,0.28,0.0,0.718,0.414,146.172,27RYrbL6S02LNVhDWVl38b,214333,3
98,0.553,0.798,10,-5.992,1,0.109,0.578,0.0,0.599,0.378,103.948,2A5YAFeEwGi7KlGMYRf5dX,107703,4
99,0.531,0.984,3,-3.767,0,0.0652,0.0017,1.13e-05,0.361,0.386,107.036,2G8PweZBBwTpyP8vpNQJK2,268480,4
100,0.606,0.811,7,-4.667,1,0.278,0.00782,1.49e-05,0.349,0.276,156.347,75L0qdzRnhwV62UXoNq3pE,234333,4
101,0.53,0.884,0,-5.581,0,0.457,0.332,1.98e-06,0.355,0.28,87.194,3fpTMuD1u3gJlVI4FadVHs,319387,4
102,0.598,0.713,6,-3.625,0,0.0326,0.0207,0.000175,0.431,0.118,91.964,23SZWX2IaDnxmhFsSLvkG2,357653,4
103,0.682,0.934,4,-2.526,0,0.129,0.107,0.0,0.749,0.487,109.032,0DCu6lwtdiVjMixpQJcGG3,197929,4
104,0.454,0.873,2,-5.072,1,0.122,0.000244,1.73e-05,0.0847,0.562,159.814,0bePGTDjn0XuEKoN7rOMvV,167773,4
105,0.442,0.83,9,-4.02,1,0.146,0.128,0.0,0.129,0.578,89.338,6BaxqcoEM9r3LXisTyJjST,215747,4
106,0.387,0.929,7,-4.825,0,0.161,0.00238,7.22e-06,0.314,0.591,180.359,40i81AcCCxiVEFUWElcjZC,198080,4
107,0.705,0.735,11,-6.646,1,0.0931,0.028,0.0783,0.112,0.448,132.627,0grFc6klR3hxoHLcgCYsF4,191800,4
108,0.703,0.731,8,-6.283,0,0.0311,0.0721,0.00191,0.138,0.719,120.028,11ozIUBoXAgRTVWelDn4pL,244267,4
109,0.516,0.917,11,-3.186,0,0.0827,0.0139,6.37e-06,0.36,0.635,145.821,1By2VQkUN0Frd8mKNV5NYC,217160,4
110,0.821,0.819,1,-3.627,1,0.0272,0.0104,5.49e-05,0.145,0.893,126.03,79gkHjNTSyGPXEyGkNQ8zH,200347,4
111,0.679,0.908,8,-3.411,1,0.202,0.234,0.0,0.0821,0.687,85.918,4SE4yewyGpOYfxfx59Yjc5,279013,4
112,0.605,0.787,5,-3.002,1,0.0308,0.0396,1.42e-06,0.163,0.374,114.987,6d9IiDcFxtFVIvt9pCqyGH,260933,4
113,0.281,0.139,5,-14.392,1,0.0305,0.829,0.0,0.0725,0.169,92.64,6klpXs2uAjagnZMFkt4qkl,224240,4
114,0.599,0.587,5,-5.919,1,0.0423,0.274,0.0,0.167,0.373,87.998,7yNK27ZTpHew0c55VvIJgm,280787,4
115,0.657,0.845,11,-4.57,1,0.3,0.154,0.0,0.294,0.706,89.835,2TyjVO7KBdGHBvQxAnFFsa,157540,4
116,0.462,0.599,11,-5.735,0,0.0375,0.000278,0.000441,0.0909,0.173,123.938,60TThBDrPpek5k520l0W0L,294066,4
117,0.607,0.934,3,-4.217,1,0.0314,0.0327,0.0,0.0909,0.568,122.01,7ElF5zxOwYP4qVSWVvse3W,201547,4
118,0.754,0.804,4,-3.177,1,0.0853,0.00332,0.0,0.0329,0.818,119.968,1DqdF42leyFIzqNDv9CjId,203867,4
119,0.704,0.81,4,-4.874,0,0.0425,0.000315,0.0,0.216,0.726,102.98,6KBYk8OFtod7brGuZ3Y67q,216200,4
120,0.543,0.818,4,-3.611,1,0.0398,0.00478,0.000368,0.0357,0.683,139.898,3RBluWmSoG2pGA1OePzGJI,265667,4
121,0.709,0.599,7,-3.734,1,0.0304,0.095,0.0,0.0973,0.735,118.975,24DefNCFiWTP8OjYWiXuYe,240760,4
122,0.588,0.684,1,-5.154,1,0.0288,0.508,0.0,0.141,0.121,85.997,4xInIiKipU1mtUogJ3ZdYr,224867,4
123,0.479,0.906,0,-4.03,0,0.188,0.0406,0.0,0.051,0.536,155.887,454h9zAIuTe1eJyw9iTnj4,266987,4
124,0.532,0.874,9,-5.183,0,0.0482,0.00842,0.012,0.452,0.361,91.038,0U0ldCRmgCqhVvD6ksG63j,258413,4
125,0.545,0.781,10,-3.616,1,0.185,0.0139,0.0,0.161,0.277,150.097,12PNcnMsjsZ3eHm62t8hiy,232507,4
126,0.41,0.9,0,-4.249,0,0.0656,0.0167,1.09e-05,0.339,0.558,176.962,215FCyLSBcXeX0NASXEjyn,284960,4
127,0.373,0.903,10,-4.49,1,0.083,0.00077,5.86e-06,0.244,0.43,109.121,4o6k1XHlrIZay8v1m5VU83,263080,3
128,0.702,0.795,1,-4.764,1,0.0568,0.329,0.0,0.0505,0.836,83.961,0JcKdUGNR7zI4jJDLyYXbi,247587,4
129,0.762,0.748,0,-4.15,0,0.033,0.0266,0.0,0.348,0.851,110.009,5BoIP8Eha5hwmRVURkC2Us,199027,4
130,0.522,0.932,11,-2.87,1,0.255,0.119,0.0,0.177,0.33,129.473,7bHT9osSq1rwT2yaImzqCi,299507,4
131,0.563,0.529,2,-6.495,1,0.0252,0.369,2.24e-05,0.0851,0.398,148.074,54rKMg72DsfDUaYjL83Jm8,183507,4
132,0.646,0.94,10,-2.856,0,0.0838,0.0209,0.0,0.0691,0.704,129.011,4nVyHATevhl5RC6Qmoko5H,231787,4
133,0.666,0.87,11,-5.004,0,0.246,0.203,0.0,0.0851,0.9,160.014,2Adn2LNgkHMH5TelQVAu4n,243920,4
134,0.473,0.423,0,-9.065,1,0.0294,0.67,0.0,0.149,0.458,170.035,2nAHmQV9WKA6c1emQilxih,234400,4
135,0.579,0.865,6,-4.692,1,0.0302,5.63e-05,0.000221,0.649,0.358,104.99,25nzKGDiua1lE9Qo5V19GL,246600,4
136,0.699,0.882,4,-3.896,0,0.0311,0.00296,0.0544,0.13,0.657,120.016,6jg5SRvdGxvJ0DzNV0UqEK,196813,4
137,0.535,0.725,10,-5.108,1,0.0275,0.0203,1.45e-05,0.176,0.292,78.489,6Ozp6ac86CSHMik8lbvJuM,217387,4
138,0.753,0.729,11,-3.862,0,0.0392,0.00334,5.66e-05,0.073,0.812,120.013,3pYDZTJM2tVBUhIRifWVzI,219973,4
139,0.633,0.673,6,-6.403,0,0.258,0.297,0.0,0.206,0.659,86.776,2M9ULmQwTaTGmAdXaXpfz5,211160,4
140,0.452,0.964,6,-2.877,1,0.0792,0.00205,5.31e-06,0.205,0.464,144.048,6bGac1gBHs7kUKihrudMzq,237400,4
141,0.612,0.791,6,-3.519,1,0.0291,0.224,0.0,0.112,0.786,133.977,5zGqTc1WQUe8XqqdnrpKTV,207040,4
142,0.349,0.981,2,-3.228,0,0.141,2.58e-05,0.0,0.343,0.207,160.042,4JsDHMv5PVO8N07DbDq33r,202640,4
143,0.614,0.857,1,-4.171,0,0.111,0.0987,0.0,0.177,0.677,164.146,1rKBOL9kJfX1Y4C3QaOvRH,201040,4
144,0.55,0.884,9,-5.508,1,0.0363,0.0867,1.55e-05,0.68,0.549,145.029,4ZlQzskKkK4jsbcqO96luB,222404,4
145,0.794,0.766,9,-3.894,0,0.0377,0.0135,0.0,0.0785,0.55,127.006,7FAFkQQZFeNwOFzTrSDFIh,195873,4
146,0.425,0.983,10,-3.437,1,0.114,0.000263,0.0,0.114,0.513,149.95,0T8P86fvSK8kCUJFYPZbIH,197200,4
147,0.696,0.875,0,-3.682,1,0.0649,0.134,0.0,0.159,0.772,127.39,7AqISujIaWcY3h5zrOqt5v,222733,4
148,0.601,0.772,0,-4.137,0,0.031,0.181,0.0543,0.0928,0.294,99.445,3a6PN6BRB8PP3ms48s7kU1,283573,4
149,0.411,0.986,8,-2.522,0,0.0583,0.000264,0.00148,0.371,0.649,165.981,5BB0Jzw60KyfSTyjJqtely,205960,4
150,0.569,0.883,2,-4.41,0,0.0748,8.07e-05,7.74e-05,0.0883,0.373,134.001,25GC50HslaaruyrKjdu0lP,291427,4
151,0.539,0.424,11,-9.361,1,0.0406,0.317,0.0,0.108,0.17,118.071,6PmjWl0phNxc0R5OwkDdiZ,256867,4
152,0.553,0.619,3,-7.101,1,0.0308,0.479,0.0,0.123,0.376,183.908,65UCejW01DAovmluVYHWAt,223827,4
153,0.6,0.624,8,-3.631,1,0.0334,0.385,0.0,0.125,0.529,90.036,1T8PwF3JhIiWwBhun23RNe,226533,4
154,0.691,0.454,6,-9.13,1,0.0256,0.437,0.00227,0.0783,0.35,135.839,1t2hJFgJyUPD2crOafMUEk,242840,4
155,0.814,0.93,6,-5.128,0,0.0364,0.105,0.00019,0.294,0.963,127.002,62x5q8OrmPpmlA8PpjrQt3,219453,4
156,0.729,0.675,5,-5.292,0,0.0286,4.14e-05,0.00126,0.0867,0.74,125.036,0WCiI0ddWiu5F2kSHgfw5S,215200,4
157,0.549,0.932,8,-4.11,0,0.343,0.0127,0.0,0.347,0.787,82.439,5uHYcK0nbEYgRaFTY5BqnP,196133,4
158,0.461,0.267,0,-8.514,1,0.0278,0.834,2.03e-05,0.107,0.481,87.918,2MWOqewf5j0qf2b6S5J6cS,205453,4
159,0.543,0.808,10,-5.484,1,0.0407,7.19e-05,0.00336,0.114,0.472,95.19,4a9i7rCLfPjbS1sNamZeQN,201667,4
160,0.668,0.886,0,-3.474,1,0.117,0.0417,0.0,0.459,0.503,142.002,0sHW1jXe6Sou3437gJQNGA,278640,4
161,0.646,0.758,10,-4.34,1,0.0314,0.191,0.097,0.103,0.424,91.998,21nf6u3sQbfViHX7wNZmhK,249067,4
162,0.531,0.542,8,-7.721,1,0.0432,0.356,0.0,0.119,0.726,171.878,6MDTpYxPFL0wtFd0pjfKws,200200,4
163,0.714,0.833,5,-5.239,1,0.0259,0.00249,0.0,0.298,0.663,129.964,3rLIv187BhjyweFe89SgLn,220920,4
164,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,1ubvV5ECkm6nSI6g1HmbBK,403920,3
165,0.487,0.736,7,-3.269,1,0.0326,0.069,0.0,0.114,0.184,81.587,17X2tSzibD9n9QRjdExcWT,218200,4
166,0.647,0.477,0,-8.157,1,0.0342,0.0374,9.54e-06,0.127,0.793,112.041,68pE8830rWrd5LSSfKcRqn,182880,4
167,0.581,0.717,4,-4.433,1,0.0318,0.0298,0.000186,0.243,0.316,107.884,7h70RTLbnhDyPGXjl3iEhh,236440,4
168,0.837,0.42,8,-5.158,1,0.0629,0.177,0.0,0.356,0.143,123.157,6sQH5GFuqhvemSdP2oOfRi,236093,4
169,0.562,0.414,7,-7.032,1,0.349,0.0445,0.0,0.204,0.474,155.826,6Slt6WiWnriaqCb8xXb2ZT,212347,4
170,0.496,0.785,7,-3.472,1,0.306,0.0328,0.0,0.0941,0.357,170.02,6XAA7T9VHcqKQSzjmXAJ8o,318360,4
171,0.452,0.571,7,-3.992,1,0.0359,0.25,0.0,0.114,0.327,169.899,1NpDnkQO0yWxTtntrC0UNz,251600,4
172,0.504,0.705,6,-6.179,0,0.0665,0.00121,4.12e-06,0.453,0.567,108.965,2MVwrvjmcdt4MsYYLCYMt8,211080,4
173,0.425,0.936,8,-5.52,0,0.0829,2.1e-05,0.0,0.926,0.417,158.046,1wFRkVclQWfMQQcaVLjmBE,219107,4
174,0.567,0.946,2,-3.973,0,0.0935,0.00267,0.0,0.0567,0.699,94.985,0jqblvsI9LBY4irmLVqqEO,245573,4
175,0.602,0.863,5,-5.423,0,0.0773,0.0178,0.0,0.389,0.732,150.183,4kkeuVl6gF3RMqE4Nn5W3E,206373,4
176,0.486,0.839,10,-4.5,1,0.158,0.327,0.0,0.048,0.398,165.948,4aPRuTsiG7B4owTTF8Dm3U,296227,4
177,0.713,0.772,2,-6.69,1,0.0372,0.208,0.0,0.211,0.88,125.202,5oHHMDcVOmPSFrCgdbHPdb,230133,4
178,0.522,0.725,5,-5.184,0,0.302,0.556,0.0,0.799,0.81,108.36,6vVftwBiIaM9xDVZhSwTCJ,175783,4
179,0.635,0.758,7,-5.772,1,0.0243,0.00643,0.0,0.229,0.322,113.002,0158TMiGmHyibaDeaUKayX,209253,4
180,0.604,0.541,1,-7.378,0,0.0915,0.639,0.0,0.169,0.892,134.326,0TCt7OFRdD8PQ6vTRQxNgQ,191413,4
181,0.476,0.652,9,-5.783,1,0.0277,0.0981,0.0,0.0923,0.557,145.356,0kOG4bwpKgRlcJw1NA6csR,252480,4
182,0.609,0.679,0,-4.545,1,0.0312,0.243,0.0,0.199,0.487,122.034,4Zcz6saEkOII3PlXd9gN3o,215960,4
183,0.71,0.68,1,-4.676,1,0.106,0.0078,0.0165,0.0493,0.571,129.971,3JTMWdhcJPiegDSe7SvZS3,194253,4
184,0.611,0.66,11,-5.883,1,0.0839,0.198,0.0,0.365,0.583,71.544,3XQY8kDjI8LARMIC9xkxQk,246387,4
185,0.386,0.826,11,-7.847,0,0.114,0.158,0.000489,0.101,0.376,187.094,6d67Xv8ms2noA8wWFLiPDN,228800,4
186,0.769,0.678,5,-3.725,1,0.0315,0.427,8.04e-06,0.0939,0.581,106.951,7zKlSAsmB3p5959tsmLeqn,179907,4
187,0.785,0.498,1,-6.977,1,0.0533,0.00248,1.23e-06,0.224,0.418,143.96,1WtTLtofvcjQM3sXSMkDdX,201587,4
188,0.445,0.631,11,-4.798,1,0.0304,0.129,0.0,0.0911,0.152,143.846,7CZiLgkiVHhFcDkI2Y4lZ4,256440,4
189,0.589,0.47,4,-5.32,1,0.028,0.166,1.45e-06,0.112,0.102,119.386,7hZuICN5eaCuQyp443RCt6,403920,3
190,0.737,0.82,9,-2.085,1,0.0291,0.143,9.16e-05,0.129,0.914,127.998,0DQd0tWurMHUAv0cMnDELH,205267,4
191,0.705,0.702,0,-4.783,0,0.108,0.138,0.0,0.364,0.771,140.059,2e9EZ2V5QGGZPMJacO3y0Y,250493,4
192,0.554,0.824,5,-5.897,1,0.0496,0.0128,0.000802,0.476,0.963,168.956,3eR3lWuvQqOzhTn91nbRCa,163280,4
